audio,transcription,real transcription
myaudio/450250.wav, از کربترونت خب بکنید بیوی توی خاته دوب و بموی سید ایدیتور دات رایت,اسکریپت رو انتخاب بکنید بیاید توی خط دوم بنویسید ادیتور دات رایت
myaudio/450255.wav, و شیفت بلایک رو بزنید انتر کنید و اوکه رو بزنید,و شیفت بلنک رو بزنید اینتر کنید و اوکی رو بزنید
myaudio/450258.wav, این کار رو من اینجان امیتون ام اینجان بیدهم برای همین من خود ام همیشه از این نمه افسار استفاده می کنه که برام کارام رو اینجان بیده,مشکل داره این کار رو من اینجا نمیتونم انجام بدم برای همین من خودم همیشه از این نرم افزار استفاده می کنم که برام کارام رو انجام بده
myaudio/450261.wav, مطلب ردی که داریم فرز کنید شما مخاید مطنی رو که توالید میکنید,مطلب بعدی اینکه داریم فرض کنید شما می خواید متنی رو که تولید می کنید
myaudio/450262.wav, براش انوان نام خودتون تاریخ و اینجو چیزار ایجاد بکنیت خوب,براش عنوان نام خودتون تاریخ و این جور چیزها را ایجاد بکنید خب
myaudio/450270.wav, اینو شم اگر اجلا بکنیت، مبینیت، انوان مگزاره، نام رو مگزاره و,این رو شما اگر اجرا بکنید می ببینید عنوان میگذاره نام رو میگذاره و
myaudio/450273.wav, شهریوره 1390 اجلا کنید 20 شهریوره 9,شهریور هزار سیصد نود اجرا کنید بیست شهریور نود 
myaudio/450275.wav, اینجا این روه اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینجا اینج,هیچ تاریخی قرار نمی دیم اما اگر بخوایم تاریخ برای ما خودکار تولید بکنه من این جا این رو
myaudio/450277.wav, این های نالا من بذنم تاریخه همین این بوز بشکل خود کار توالیت خواهت کرد خیلی راحت دورست؟ پس این ستا,این الان من بزنم تاریخ همین امروز رو به شکل خودکار تولید خواهد کرد خیلی راحت درست پس این سه تا
myaudio/450278.wav, نکته با دیی که وجوده اینه که شما ده هر کجای مچن بخوای تاریخ روز رو بزنید کافی بزنید بکسلش,نکته ی بعدی که وجود داره اینه که شما در هر کجای متن بخواید تاریخ روز رو بزنید کافی بزنید بک اسلش
myaudio/450280.wav, پس بحمی راحتی تاریخ روما میتونیم توالید بکنیم پس اینی ایکی از اولین کارهای بود که ما میشوط انجام,پس به همین راحتی تاریخ رو مامی تونیم تولید بکنیم این یکی از اولین کارهایی بود که ما می شد انجام
myaudio/450284.wav, اینجوری می کنم، خب ببینیت، من اون وقت که داکیومنٹ کلاس با داشتا مارفی می کردم، شما اگر,اینجوری می کنم خب ببینید من اون موقعی که داکیومنت کلاس رو داشتم معرفی می کردم شما اگر
myaudio/450285.wav, از داکیومند کلاس استفاده بکنید میبینید دو تا حالت برای شما میاره. یه داکیومند کلاسی که,از داکیومنت کلاس استفاده بکنید می ببینید دو تا حالت برای شما میاره یه داکیومنت کلاسی که
myaudio/450288.wav, مثلا اینجا میون میگم دوازدر پیتی دوازدر پیتی یعنی دوازدر پوینٹ و,مثلا اینجا من میام میگم دوازده پی تی دوازده پی تی یعنی دوازده پوینت و
myaudio/450290.wav, یکم دروشتر شد میان دوازده رو میکنم اش یازده اف یک رو میزنم,یکم درشت تر شد میام دوازده رو میکنم اش یازده اف یک رو میزنم
myaudio/450293.wav, هیش اتفاقی نمی افتی اگه بیان بگزرم دو باره دوازده بوضوکت همیشه,هیچ اتفاقی نمیوفته اگر بیایم بگزارم دوباره دوازده بزرگتر میشه
myaudio/450296.wav, دیگه نکمتر از دهر میگیره یعنی اینجا اگر مسالم هم بیان بگزارم 6 این از من قبول نمی کنه,دیگه نه کمتر از ده رو میگیره یعنی اینجا اگر مثلا من بیام بگذارم شیش این از من قبول نمیکنه
myaudio/450297.wav, بیان بیشترم بگزرم مثلا هفره بگزرم بادم قبول نمی کنه,بیام بیشتر ام بگذارم مثلا هیفده بگذارم بازم قبول نمیکنه
myaudio/450299.wav, برین که این مشکل رافب بشه اومدن گفتم ما یک سری قابلیتهای رو در واقعی,برای این که این مشکل رفع بشه اومدن گفتن ما یکسری قابلیت هایی رو در واقع
myaudio/450300.wav, قرار دادیم در لتک که به توانت اندازه فونتاره یک مقداری تغییر به دی,قرار دادیم در لتک که بتواند اندازه ی فونت ها رو یه مقداری تغییر بده
myaudio/450305.wav, امکان اینکه فانت تو دو بزور بو چک بکنید هست,میگن شما اگه از اینا از این دستورات استفاده بکنید امکان اینکه فونت اتون بزرگ کوچک بکنید هست
myaudio/450306.wav, که جوره از نه استفاده کنیم خیلی ساده میگم برای استفاده کردن از این قابلیت,چه جوری از اینا استفاده کنیم خیلی ساده میگم برای استفاده کردن از این قابلیت
myaudio/450307.wav, شما به دو شیبه میتوید امال بکنید یک اینکه مثلا من یه مرد نیرا اینجان نبشتن مثلا مرد با,شما به دو شیوه میتونید عمل بکنید یکی اینکه مثلا من یه متنی رو اینجا نوشتم نوشتم مثلا متن با
